14590	1
17582	1
19440	1
20254	1
23047	1
23769	1
27024	1
27968	1
28824	1
14591	2
26550	2
14591	3
14708	3
15345	3
16201	3
16354	3
16401	3
16649	3
16791	3
17032	3
17791	3
18072	3
18127	3
19126	3
19878	3
20023	3
20404	3
20426	3
20840	3
20907	3
21238	3
21657	3
21780	3
22294	3
24126	3
24136	3
24784	3
26325	3
26416	3
26510	3
26550	3
27232	3
27559	3
28774	3
28821	3
29480	3
14592	4
24579	4
27436	4
14592	5
24579	5
27436	5
14593	6
14762	6
14813	6
14942	6
14944	6
15122	6
15143	6
16670	6
16709	6
17283	6
17530	6
17816	6
18012	6
18991	6
19064	6
19142	6
19212	6
19734	6
19758	6
20124	6
20246	6
20417	6
20609	6
20819	6
20822	6
20915	6
21331	6
21478	6
21640	6
22509	6
22785	6
22887	6
22986	6
23170	6
23209	6
23232	6
23870	6
24170	6
24190	6
24307	6
24478	6
24934	6
25310	6
25319	6
25935	6
26117	6
26315	6
26627	6
26682	6
26791	6
27037	6
27038	6
27066	6
27092	6
27294	6
27344	6
27390	6
27873	6
28094	6
28139	6
29309	6
29344	6
29930	6
43635	6
44059	6
44420	6
46597	6
47687	6
14594	7
40350	7
14594	8
14633	8
15160	8
15223	8
16871	8
16996	8
17225	8
17289	8
18106	8
19435	8
20002	8
20142	8
20895	8
20910	8
21236	8
22014	8
22403	8
24122	8
25386	8
25512	8
25731	8
26297	8
27043	8
27373	8
27745	8
28702	8
29297	8
29484	8
30130	8
34547	8
37615	8
40064	8
14594	9
15223	9
18126	9
20895	9
22050	9
25512	9
26039	9
27043	9
14594	10
18510	10
21183	10
23078	10
26297	10
28138	10
14595	11
14798	11
16203	11
18067	11
18728	11
19927	11
21032	11
22085	11
23957	11
24341	11
27460	11
27669	11
29597	11
36387	11
39510	11
42689	11
45235	11
46566	11
47557	11
14595	12
16996	12
18723	12
14596	13
14745	13
18621	13
20141	13
20430	13
22897	13
23422	13
23567	13
25265	13
26256	13
27640	13
27796	13
28356	13
29080	13
29449	13
34302	13
14597	14
19362	14
19957	14
23897	14
24327	14
25036	14
27691	14
30343	14
33907	14
34033	14
34520	14
34693	14
35203	14
35240	14
35948	14
36430	14
37281	14
37445	14
38262	14
38502	14
39623	14
39815	14
39938	14
39962	14
40045	14
40821	14
49197	14
49819	14
14598	15
16030	15
18113	15
18639	15
18899	15
20443	15
20618	15
21251	15
22009	15
22478	15
28395	15
31300	15
33151	15
33680	15
35731	15
37878	15
40139	15
48686	15
50328	15
14598	16
15298	16
16816	16
18785	16
19007	16
19089	16
19699	16
22328	16
22832	16
25139	16
26065	16
26181	16
34722	16
38788	16
14599	17
29312	17
39578	17
14600	18
15171	18
21892	18
25209	18
26111	18
14600	19
26149	19
27042	19
27819	19
35000	19
14600	20
15003	20
15327	20
16374	20
16485	20
16894	20
17382	20
22242	20
24077	20
24591	20
25600	20
25827	20
27774	20
28072	20
28781	20
29654	20
33991	20
35199	20
36712	20
39005	20
14600	21
14750	21
15116	21
15171	21
15192	21
15430	21
15465	21
16114	21
16379	21
16522	21
16921	21
16992	21
18641	21
18776	21
19193	21
19548	21
21042	21
21326	21
22321	21
22701	21
23046	21
24080	21
24396	21
24619	21
25448	21
25852	21
25866	21
26099	21
26149	21
26474	21
27188	21
27285	21
27377	21
27652	21
28468	21
29804	21
35064	21
35391	21
14600	22
15171	22
15592	22
15630	22
16386	22
16406	22
18402	22
18847	22
19374	22
19628	22
21145	22
21150	22
22861	22
23776	22
24619	22
25600	22
27271	22
27277	22
28072	22
28110	22
28332	22
29111	22
29128	22
29749	22
29779	22
35018	22
36683	22
37330	22
39831	22
40573	22
48452	22
48599	22
48606	22
48762	22
48819	22
14600	23
15171	23
15630	23
15843	23
15975	23
16263	23
16379	23
16406	23
16501	23
16992	23
17015	23
18424	23
18536	23
18590	23
18660	23
18768	23
18847	23
18980	23
19067	23
19205	23
19344	23
19374	23
19628	23
19989	23
20127	23
20854	23
20954	23
20987	23
21145	23
21154	23
21455	23
21618	23
21699	23
21892	23
22120	23
22629	23
22701	23
22727	23
23721	23
23895	23
24027	23
24462	23
24619	23
24698	23
24897	23
25209	23
25579	23
25600	23
25618	23
26111	23
26149	23
26259	23
26282	23
26295	23
26314	23
26661	23
26685	23
26839	23
26961	23
27271	23
27377	23
27819	23
28072	23
28110	23
28229	23
28497	23
28961	23
29009	23
29065	23
29128	23
29749	23
34195	23
34593	23
35064	23
35139	23
35166	23
36387	23
36836	23
37330	23
37776	23
37961	23
39312	23
39510	23
39831	23
39909	23
40239	23
47026	23
48599	23
14601	24
23131	24
