43656	1
44408	1
44482	1
44596	1
44628	1
44670	1
44777	1
44924	1
44999	1
43656	2
44408	2
44482	2
44596	2
44670	2
44701	2
44903	2
43656	3
43686	3
43710	3
43754	3
43859	3
44083	3
44088	3
44338	3
44385	3
44389	3
44394	3
44467	3
44482	3
44564	3
44596	3
44670	3
44701	3
44794	3
44903	3
44917	3
44918	3
44944	3
44987	3
45048	3
45103	3
61306	3
43657	4
43878	4
44214	4
44307	4
44501	4
44871	4
45137	4
45139	4
45144	4
43657	5
43878	5
44658	5
43657	6
43702	6
43820	6
43859	6
43869	6
43878	6
43920	6
43981	6
44007	6
44043	6
44128	6
44186	6
44188	6
44214	6
44272	6
44307	6
44318	6
44332	6
44356	6
44405	6
44426	6
44501	6
44513	6
44518	6
44577	6
44658	6
44720	6
44753	6
44871	6
44929	6
44983	6
44994	6
45003	6
45035	6
45084	6
45126	6
45137	6
45139	6
45144	6
57436	6
57437	6
57877	6
43658	7
43658	8
43846	8
43952	8
43957	8
44207	8
44211	8
44288	8
44380	8
44630	8
44689	8
44702	8
44823	8
44975	8
45080	8
43658	9
43949	9
43952	9
44134	9
44224	9
44288	9
44380	9
44630	9
44975	9
44990	9
43658	10
43720	10
43729	10
43840	10
43858	10
43952	10
43957	10
43973	10
44224	10
44262	10
44380	10
44420	10
44500	10
44504	10
44689	10
44975	10
45086	10
43659	11
44191	11
44868	11
43659	12
43659	13
43927	13
44191	13
44669	13
45059	13
49115	13
54011	13
54560	13
58356	13
59037	13
61206	13
62993	13
67636	13
71233	13
73694	13
75005	13
78137	13
43659	14
43927	14
44084	14
44185	14
44187	14
44237	14
44496	14
44793	14
44863	14
44868	14
45136	14
43659	15
43659	16
43927	16
44084	16
44191	16
44237	16
44669	16
44868	16
45059	16
45136	16
43659	17
46460	17
47142	17
48677	17
53871	17
54382	17
76729	17
76755	17
77155	17
77283	17
77335	17
43660	18
44037	18
43660	19
43660	20
43660	21
43660	22
43661	23
43661	24
57084	24
