24325	1
24461	1
24789	1
35404	1
35980	1
66554	1
73295	1
97734	1
97771	1
24326	2
24990	2
38275	2
97024	2
97462	2
24326	3
24990	3
37999	3
38460	3
39210	3
39915	3
40313	3
40378	3
40653	3
40984	3
41902	3
41986	3
42371	3
42488	3
42750	3
45382	3
46074	3
47264	3
49011	3
97024	3
97400	3
98136	3
99308	3
100201	3
100243	3
101261	3
101583	3
101790	3
102543	3
102825	3
103163	3
103547	3
24327	4
24453	4
24463	4
24509	4
24527	4
24699	4
24702	4
24710	4
24714	4
24757	4
24765	4
24823	4
24960	4
24961	4
24970	4
35153	4
24328	5
24342	5
24396	5
24455	5
24457	5
24719	5
24725	5
24880	5
24977	5
24991	5
30387	5
36191	5
56941	5
57050	5
58600	5
58900	5
59503	5
59534	5
60333	5
60481	5
86047	5
87838	5
87915	5
88507	5
88825	5
24328	6
24617	6
24835	6
30375	6
30510	6
30625	6
54575	6
55530	6
59699	6
60400	6
76165	6
76412	6
83828	6
85487	6
86009	6
87839	6
88339	6
93922	6
70957	7
71027	7
77483	7
82537	7
92662	7
24329	8
36918	8
54314	8
60628	8
64267	8
24330	9
24335	9
24560	9
24607	9
24661	9
24869	9
54270	9
55028	9
56039	9
67515	9
88169	9
24331	10
24384	10
44660	10
46123	10
46176	10
24332	11
24372	11
24540	11
24955	11
87274	11
24332	12
24372	12
24439	12
24440	12
24540	12
24590	12
24747	12
24983	12
59606	12
59803	12
24332	13
30792	13
32063	13
36018	13
56576	13
57201	13
57817	13
57854	13
57902	13
60125	13
85881	13
86592	13
86666	13
86975	13
87368	13
87579	13
87589	13
87913	13
89203	13
89358	13
89370	13
24333	14
30302	14
30691	14
61235	14
63862	14
68737	14
69595	14
70197	14
73026	14
76841	14
77424	14
77843	14
91862	14
92409	14
93122	14
93704	14
94775	14
24333	15
24739	15
30302	15
32502	15
33334	15
36443	15
41605	15
45740	15
47635	15
55218	15
55332	15
55681	15
56520	15
56608	15
57498	15
57614	15
57963	15
58831	15
58902	15
78420	15
80656	15
86016	15
86096	15
88707	15
88755	15
95539	15
99590	15
100347	15
24334	16
24385	16
24467	16
24474	16
24583	16
24885	16
24971	16
35837	16
24334	17
24385	17
24434	17
24467	17
24474	17
24498	17
24533	17
24577	17
24606	17
24793	17
24924	17
24971	17
35777	17
39210	17
40300	17
42444	17
44494	17
45391	17
24335	18
38785	18
41634	18
67515	18
86071	18
24335	19
67515	19
86071	19
24336	20
86328	20
24336	21
24906	21
30311	21
30314	21
30336	21
30341	21
30383	21
30398	21
30443	21
30558	21
30664	21
55901	21
56234	21
56918	21
57586	21
59320	21
86904	21
86914	21
87039	21
87336	21
87622	21
88327	21
88539	21
24337	22
24930	22
37754	22
86163	22
24338	23
24358	23
24392	23
24448	23
24453	23
24597	23
24734	23
24764	23
24841	23
24927	23
24953	23
24988	23
58266	23
59564	23
88325	23
88927	23
89219	23
24338	24
24432	24
24953	24
58109	24
59361	24
60331	24
85934	24
24338	25
24453	25
24459	25
24512	25
24597	25
24625	25
24656	25
24734	25
24826	25
24832	25
24835	25
24862	25
29286	25
30313	25
57067	25
57447	25
57705	25
57907	25
58105	25
58266	25
58279	25
59508	25
59594	25
88325	25
24339	26
24511	26
24544	26
24573	26
24650	26
24684	26
24711	26
24717	26
24858	26
24861	26
24867	26
24883	26
24918	26
24921	26
24935	26
24967	26
36297	26
37110	26
38760	26
41630	26
41830	26
42730	26
43156	26
55237	26
55805	26
56904	26
56932	26
86318	26
88681	26
88802	26
98403	26
98820	26
101834	26
24339	27
24380	27
24455	27
24457	27
24478	27
24511	27
24573	27
24684	27
24711	27
24717	27
24770	27
24857	27
24858	27
24861	27
24883	27
24918	27
24935	27
24941	27
36297	27
37110	27
37351	27
43156	27
54535	27
55175	27
55237	27
55397	27
56876	27
56904	27
56932	27
86318	27
88681	27
88802	27
89451	27
98814	27
99745	27
101483	27
101834	27
103585	27
24340	28
24359	28
24521	28
24780	28
24340	29
54365	29
24341	30
24526	30
46135	30
101707	30
24341	31
24526	31
38226	31
39276	31
41299	31
41626	31
41818	31
42114	31
43396	31
43683	31
44642	31
44972	31
97510	31
100866	31
101410	31
101707	31
102506	31
24341	32
24369	32
24399	32
24526	32
24565	32
24571	32
24632	32
24654	32
24713	32
24714	32
24727	32
24873	32
24959	32
36186	32
36581	32
37217	32
37415	32
86044	32
86944	32
87973	32
88001	32
88108	32
24341	33
24347	33
24369	33
24399	33
24526	33
24565	33
24571	33
24632	33
24654	33
24714	33
24727	33
24873	33
36581	33
57276	33
57518	33
57975	33
86044	33
86944	33
24342	34
24455	34
24457	34
24478	34
24725	34
24770	34
24774	34
24795	34
24805	34
24822	34
24875	34
24946	34
54692	34
100210	34
102602	34
102911	34
24342	35
24455	35
24457	35
24481	35
24576	35
24760	35
24941	35
24970	35
35658	35
36413	35
36688	35
37588	35
54717	35
54904	35
89053	35
24343	36
30525	36
32862	36
56702	36
57214	36
57548	36
57622	36
58323	36
58508	36
59226	36
59325	36
59847	36
60328	36
60424	36
62276	36
62750	36
66300	36
66482	36
72381	36
86041	36
86764	36
89569	36
24344	37
24357	37
24421	37
24449	37
24485	37
24602	37
24611	37
24658	37
24659	37
24707	37
24741	37
24753	37
24808	37
24815	37
24900	37
24925	37
24995	37
24997	37
25027	37
35246	37
35652	37
36480	37
37147	37
37208	37
37808	37
54679	37
55127	37
55383	37
55425	37
55540	37
55866	37
55978	37
56219	37
56298	37
56457	37
56761	37
56929	37
24344	38
24424	38
24486	38
24515	38
24721	38
24774	38
24791	38
24795	38
24805	38
24822	38
24838	38
24856	38
24877	38
24887	38
24942	38
25004	38
54692	38
86331	38
88293	38
98178	38
100210	38
24344	39
24900	39
24942	39
30722	39
30780	39
67130	39
86936	39
87447	39
87471	39
24344	40
24392	40
24448	40
24453	40
24497	40
24662	40
24683	40
24699	40
24765	40
24841	40
24852	40
24942	40
24955	40
24960	40
24970	40
24988	40
30780	40
58906	40
59508	40
86936	40
88927	40
24345	41
24388	41
24408	41
24415	41
24418	41
24545	41
24645	41
24776	41
24820	41
24937	41
24963	41
30405	41
54826	41
86913	41
25887	42
26255	42
39736	42
42067	42
34668	43
62969	43
64996	43
72640	43
24346	44
24536	44
34357	44
34488	44
34493	44
34525	44
34599	44
34693	44
34711	44
35227	44
35450	44
35542	44
35633	44
35763	44
35831	44
36071	44
36160	44
36606	44
36848	44
37083	44
37137	44
37796	44
40948	44
42117	44
54263	44
54311	44
54687	44
54696	44
55032	44
55253	44
55801	44
55872	44
56377	44
56762	44
56837	44
62969	44
63079	44
64996	44
65679	44
66787	44
67063	44
67099	44
67105	44
67307	44
67333	44
67551	44
72167	44
72640	44
73110	44
73371	44
73724	44
74596	44
86422	44
90671	44
91115	44
91176	44
57720	45
59058	45
24348	46
24593	46
24681	46
24781	46
24914	46
24349	47
24504	47
27051	47
27787	47
30486	47
31319	47
38308	47
50262	47
51315	47
54318	47
55474	47
59648	47
78772	47
83005	47
85059	47
85863	47
86866	47
87628	47
88375	47
88590	47
89316	47
93635	47
96309	47
99523	47
24350	48
24456	48
24639	48
24783	48
24940	48
25012	48
29296	48
31686	48
32528	48
87598	48
89068	48
24351	49
24525	49
24589	49
24749	49
24945	49
24950	49
36474	49
36878	49
37168	49
56649	49
58371	49
59667	49
59711	49
43439	50
102747	50
24352	51
24591	51
24732	51
34592	51
37880	51
38029	51
38064	51
38133	51
38373	51
38475	51
38557	51
38724	51
38906	51
39102	51
39170	51
39290	51
39316	51
39776	51
39808	51
40054	51
40093	51
40104	51
40135	51
40589	51
41281	51
41364	51
41434	51
42057	51
42423	51
42459	51
42926	51
42962	51
42965	51
43323	51
43481	51
43759	51
43980	51
44201	51
44298	51
44672	51
44762	51
44801	51
44856	51
45760	51
45811	51
46201	51
60679	51
62113	51
62269	51
62713	51
65602	51
